Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
11,2023-12-22,,09:16:00,70892.04,,,,,2023-12-22,,09:19:00,70930.37,-160.5,,,0,-160.54999999999995,Square Off All Legs due to Stop Loss
11.1,2023-12-22,Friday,09:17:00,62.9,10,CE,71200.0,Buy,2023-12-22,Friday,09:19:00,66.85,39.49999999999996,6.279809220985684,2023-12-22,,,Square Off All Legs due to Stop Loss
11.2,2023-12-22,Friday,09:17:00,63.75,10,PE,70600.0,Buy,2023-12-22,Friday,09:19:00,43.75,-200.0,-31.372549019607842,2023-12-22,,,Stop Loss Hit
12,2023-12-26,,09:16:00,71088.27,,,,,2023-12-26,,09:19:00,71117.7,-350.0,,,0,-350.04999999999995,Square Off All Legs due to Stop Loss
12.1,2023-12-26,Tuesday,09:18:00,87.95,10,CE,72800.0,Buy,2023-12-26,Tuesday,09:19:00,67.95,-200.0,-22.740193291642978,2023-12-29,,,Stop Loss Hit
12.2,2023-12-26,Tuesday,09:17:00,60.0,10,PE,69000.0,Buy,2023-12-26,Tuesday,09:19:00,45.0,-150.0,-25.0,2023-12-29,,,Square Off All Legs due to Stop Loss
13,2023-12-27,,09:16:00,71612.99,,,,,2023-12-27,,15:15:00,72083.49,-3.5,,,65.95000000000005,-32.049999999999955,Exit Condition Met For Trade
13.1,2023-12-27,Wednesday,15:07:00,61.4,10,CE,73100.0,Buy,2023-12-27,Wednesday,15:15:00,61.05,-3.500000000000014,-0.5700325732899046,2023-12-29,,,Exit Condition Met For Trade
14,2023-12-28,,09:16:00,72216.59,,,,,2023-12-28,,11:01:00,72161.55,-275.0,,,227.45000000000005,-279.54999999999995,Square Off All Legs due to Stop Loss
14.1,2023-12-28,Thursday,09:21:00,58.8,10,CE,73300.0,Buy,2023-12-28,Thursday,11:01:00,38.8,-200.0,-34.013605442176875,2023-12-29,,,Stop Loss Hit
14.2,2023-12-28,Thursday,10:08:00,62.55,10,PE,71100.0,Buy,2023-12-28,Thursday,11:01:00,55.05,-75.0,-11.990407673860911,2023-12-29,,,Square Off All Legs due to Stop Loss
15,2024-01-01,,09:16:00,72134.08,,,,,2024-01-01,,15:15:00,72194.55,-200.0,,,163.45000000000005,-200.04999999999995,Exit Condition Met For Trade
15.1,2024-01-01,Monday,14:50:00,61.45,10,CE,74000.0,Buy,2024-01-01,Monday,15:09:00,41.45,-200.0,-32.546786004882016,2024-01-05,,,Stop Loss Hit
16,2024-01-02,,09:16:00,72150.56,,,,,2024-01-02,,15:15:00,71886.1,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
16.2,2024-01-02,Tuesday,09:17:00,63.25,10,PE,70500.0,Buy,2024-01-02,Tuesday,09:18:00,43.25,-200.0,-31.620553359683793,2024-01-05,,,Stop Loss Hit
